9	123
9	124
9	125
10	120
10	121
10	122
10	123
10	124
10	125
10	126
10	127
10	128
11	118
11	119
11	120
11	121
11	122
11	123
11	124
11	125
11	126
11	127
11	128
11	129
12	117
12	118
12	119
12	120
12	121
12	122
12	123
12	124
12	125
12	126
12	127
12	128
12	129
12	130
13	116
13	117
13	118
13	119
13	120
13	121
13	122
13	123
13	124
13	125
13	126
13	127
13	128
13	129
13	130
13	131
14	115
14	116
14	117
14	118
14	119
14	120
14	121
14	122
14	123
14	124
14	125
14	126
14	127
14	128
14	129
14	130
14	131
14	132
15	115
15	116
15	117
15	118
15	119
15	120
15	121
15	122
15	123
15	124
15	125
15	126
15	127
15	128
15	129
15	130
15	131
15	132
16	115
16	116
16	117
16	118
16	119
16	120
16	121
16	122
16	123
16	124
16	125
16	126
16	127
16	128
16	129
16	130
16	131
16	132
16	133
17	115
17	116
17	117
17	118
17	119
17	120
17	121
17	122
17	123
17	124
17	125
17	126
17	127
17	128
17	129
17	130
17	131
17	132
17	133
18	114
18	115
18	116
18	117
18	118
18	119
18	120
18	121
18	122
18	123
18	124
18	125
18	126
18	127
18	128
18	129
18	130
18	131
18	132
18	133
19	114
19	115
19	116
19	117
19	118
19	119
19	120
19	121
19	122
19	123
19	124
19	125
19	126
19	127
19	128
19	129
19	130
19	131
19	132
19	133
20	114
20	115
20	116
20	117
20	118
20	119
20	120
20	121
20	122
20	123
20	124
20	125
20	126
20	127
20	128
20	129
20	130
20	131
20	132
20	133
21	114
21	115
21	116
21	117
21	118
21	119
21	120
21	121
21	122
21	123
21	124
21	125
21	126
21	127
21	128
21	129
21	130
21	131
21	132
21	133
21	134
22	65
22	66
22	67
22	68
22	114
22	115
22	116
22	117
22	118
22	119
22	120
22	121
22	122
22	123
22	124
22	125
22	126
22	127
22	128
22	129
22	130
22	131
22	132
22	133
23	62
23	63
23	64
23	65
23	66
23	67
23	68
23	69
23	70
23	71
23	114
23	115
23	116
23	117
23	118
23	119
23	120
23	121
23	122
23	123
23	124
23	125
23	126
23	127
23	128
23	129
23	130
23	131
23	132
23	133
24	61
24	62
24	63
24	64
24	65
24	66
24	67
24	68
24	69
24	70
24	71
24	72
24	114
24	115
24	116
24	117
24	118
24	119
24	120
24	121
24	122
24	123
24	124
24	125
24	126
24	127
24	128
24	129
24	130
24	131
24	132
24	133
25	60
25	61
25	62
25	63
25	64
25	65
25	66
25	67
25	68
25	69
25	70
25	71
25	72
25	73
25	114
25	115
25	116
25	117
25	118
